code,display_name,city,raw_name
RSM00034247,Kalach,Kalach,KALACH
RSM00034467,Volgograd (34467-1),Volgograd (34467-1),VOLGOGRAD (34467-1)
RSM00034731,Rostov-Na-Donu (34731-1),Rostov-Na-Donu (34731-1),ROSTOV-NA-DONU (34731-1)
RSM00034858,Divnoe,Divnoe,DIVNOE
RSM00034882,Astrahan' (34882-1),Astrahan' (34882-1),ASTRAHAN' (34882-1)
RSM00035121,Orenburg,Orenburg,ORENBURG
RSM00036096,Kyzyl,Kyzyl,KYZYL
RSM00037011,Tuapse (37011-1) (Tuapse (37011-1)),Tuapse (37011-1),TUAPSE (37011-1)
RSM00037055,Mineral'Nye Vody (37055-1),Mineral'Nye Vody (37055-1),MINERAL'NYE VODY (37055-1)
SAM00040373,Al Qaisumah Airport (Al Qaisumah Airport),Al Qaisumah Airport,AL QAISUMAH AIRPORT
SAM00040375,Tabuk Airport (Tabuk Airport),Tabuk Airport,TABUK AIRPORT
SAM00040394,Hail Airport (Hail Airport),Hail Airport,HAIL AIRPORT
SAM00040417,King Fahd Airport (King Fahd Airport),King Fahd Airport,KING FAHD AIRPORT
SAM00040430,Al Madina Airport (Al Madina Airport),Al Madina Airport,AL MADINA AIRPORT
SAM00041024,King Abdulaziz Airport (King Abdulaziz Airport),King Abdulaziz Airport,KING ABDULAZIZ AIRPORT
SAM00041112,Abha,Abha,ABHA
SEM00063985,Seychelles Inter. Airport (Seychelles Inter. Airport),Seychelles Inter. Airport,SEYCHELLES INTER. AIRPORT
SFM00068263,Pretoria (Irene),Pretoria (Irene),PRETORIA (IRENE)
SFM00068424,Upington,Upington,UPINGTON
SFM00068442,Bloemfontein Airport (Bloemfontein Airport),Bloemfontein Airport,BLOEMFONTEIN AIRPORT
SFM00068512,Springbok,Springbok,SPRINGBOK
SFM00068538,De Aar,De Aar,DE AAR
SFM00068592,King Shaka Int'L Airport (King Shaka Int'L Airport),King Shaka Int'L Airport,KING SHAKA INT'L AIRPORT
SFM00068816,Cape Town Intnl. Airport (Cape Town Intnl. Airport),Cape Town Intnl. Airport,CAPE TOWN INTNL. AIRPORT
SFM00068842,Port Elizabeth,Port Elizabeth,PORT ELIZABETH
SFM00068994,Marion Island,Marion Island,MARION ISLAND
SGM00061660,Dakar-Diass-Aibd,Dakar-Diass-Aibd,DAKAR-DIASS-AIBD
SGM00061687,Tambacounda,Tambacounda,TAMBACOUNDA
SHM00061901,St. Helena Is.,St. Helena Is.,ST. HELENA IS.
SHM00068906,Gough Island,Gough Island,GOUGH ISLAND
SIM00014015,Ljubljana,Ljubljana,LJUBLJANA/BEZIGRAD
SNM00048698,Singapore (Singapore/Changi Airport),Singapore,SINGAPORE/CHANGI AIRPORT
SPM00008001,La Coruna,La Coruna,LA CORUNA
SPM00008023,Santander,Santander,SANTANDER
SPM00008190,Barcelona Servei,Barcelona Servei,BARCELONA SERVEI
SPM00008221,Madrid,Madrid,MADRID/BARAJAS
SPM00008302,Mallorca-Son Bonet,Mallorca-Son Bonet,MALLORCA-SON BONET
SPM00008383,Huelva,Huelva,HUELVA
SPM00008430,Murcia,Murcia,MURCIA
SPM00060018,Tenerife-Guimar,Tenerife-Guimar,TENERIFE-GUIMAR
SVM00001004,Ny-Alesund Ii,Ny-Alesund Ii,NY-ALESUND II
SVM00001028,Bjornoya,Bjornoya,BJORNOYA
SWM00002185,Lulea-Kallax (2185-0),Lulea-Kallax (2185-0),LULEA-KALLAX (2185-0)
SWM00002365,Sundsvall Harnosand (2365-0,Sundsvall Harnosand (2365-0,SUNDSVALL HARNOSAND (2365-0
SWM00002527,Goteborg,Goteborg,GOTEBORG/LANDVETTER
SWM00002591,Visby Aerologiska Station,Visby Aerologiska Station,VISBY AEROLOGISKA STATION
SZM00006610,Payerne (6610-0),Payerne (6610-0),PAYERNE (6610-0)
TDM00078970,Piarco Int. Airport; Trinid (Piarco Int. Airport; Trinid),Piarco Int. Airport; Trinid,PIARCO INT. AIRPORT; TRINID
THM00048327,Chiang Mai,Chiang Mai,CHIANG MAI
THM00048378,Phitsanulok,Phitsanulok,PHITSANULOK
THM00048381,Khon Kaen,Khon Kaen,KHON KAEN
THM00048407,Ubon Ratchathani,Ubon Ratchathani,UBON RATCHATHANI
THM00048431,Nakhon Ratchasima,Nakhon Ratchasima,NAKHON RATCHASIMA
THM00048453,Bangna Agromet,Bangna Agromet,BANGNA AGROMET
THM00048477,Sattahip,Sattahip,SATTAHIP
THM00048480,Chantha Buri,Chantha Buri,CHANTHA BURI
THM00048500,Prachuap Khirikhan (Prachuap Khirikhan),Prachuap Khirikhan,PRACHUAP KHIRIKHAN
THM00048551,Surat Thani,Surat Thani,SURAT THANI
THM00048565,Phuket Airport (Phuket Airport),Phuket Airport,PHUKET AIRPORT
THM00048568,Songkhla,Songkhla,SONGKHLA
TOM00065387,Lome,Lome,LOME
TSM00060715,Tunis-Carthage,Tunis-Carthage,TUNIS-CARTHAGE
TSM00060760,Tozeur,Tozeur,TOZEUR
TUM00017030,Samsun,Samsun,SAMSUN
TUM00017064,Istanbul Bolge (Kartal),Istanbul Bolge (Kartal),ISTANBUL BOLGE (KARTAL)
TUM00017095,Erzurum Bolge,Erzurum Bolge,ERZURUM BOLGE
,,,
TUM00017196,Kayseri Balge,Kayseri Balge,KAYSERI BALGE
TUM00017220,Izmir,Izmir,IZMIR/GUZELYALI
TUM00017240,Isparta,Isparta,ISPARTA
TUM00017281,Diyarbakir-Bolge,Diyarbakir-Bolge,DIYARBAKIR-BOLGE
TUM00017351,Adana,Adana,ADANA/BOLGE
TVM00091643,Funafuti (91643-0),Funafuti (91643-0),FUNAFUTI (91643-0)
TWM00046757,Hsinchu City,Hsinchu City,HSINCHU CITY
TWM00058968,Taibei,Taibei,TAIBEI
TWM00058974,Pengjia Yu,Pengjia Yu,PENGJIA YU
TWM00059362,Hualian,Hualian,HUALIAN
TZM00063894,Dar Es Salaam Int,Dar Es Salaam Int,DAR ES SALAAM INT
UCM00078988,Hato Airport; Curacao (Hato Airport; Curacao),Hato Airport; Curacao,HATO AIRPORT; CURACAO
UKM00003005,Lerwick,Lerwick,LERWICK
UKM00003023,South Uist Range,South Uist Range,SOUTH UIST RANGE
UKM00003238,Albemarle,Albemarle,ALBEMARLE
UKM00003354,Nottingham; Watnall,Nottingham; Watnall,NOTTINGHAM; WATNALL
UKM00003502,Aberporth,Aberporth,ABERPORTH
UKM00003559,Cardington,Cardington,CARDINGTON
UKM00003693,Shoeburyness; Landwick,Shoeburyness; Landwick,SHOEBURYNESS; LANDWICK
UKM00003743,Larkhill,Larkhill,LARKHILL
UKM00003808,Camborne,Camborne,CAMBORNE
UKM00003882,Herstmonceux,Herstmonceux,HERSTMONCEUX
UKM00003918,Castor Bay,Castor Bay,CASTOR BAY
UPM00033317,Shepetivka,Shepetivka,SHEPETIVKA
UPM00033345,Kyiv,Kyiv,KYIV
UPM00033393,Lviv,Lviv,LVIV
UPM00033791,Kryvyi Rih,Kryvyi Rih,KRYVYI RIH
UPM00033837,Odesa,Odesa,ODESA
UPM00034300,Kharkiv,Kharkiv,KHARKIV
USM00070026,Ak Barrow,Ak Barrow,AK BARROW/W. POST W. ROGERS
USM00070133,Ak Kotzebue; Ralph Wien,Ak Kotzebue; Ralph Wien,AK KOTZEBUE; RALPH WIEN
USM00070200,Ak Nome; Ak,Ak Nome; Ak,AK NOME; AK
USM00070219,Ak Bethel (Ak Bethel/Bethel Airport; Ak),Ak Bethel,AK BETHEL/BETHEL AIRPORT; AK
USM00070231,Ak Mcgrath; Ak,Ak Mcgrath; Ak,AK MCGRATH; AK
USM00070261,Ak Fairbanks (Ak Fairbanks/Int.; Ak),Ak Fairbanks,AK FAIRBANKS/INT.; AK
USM00070273,Ak Anchorage,Ak Anchorage,AK ANCHORAGE/INT.; AK
USM00070308,Ak St. Paul Islands; Ak,Ak St. Paul Islands; Ak,AK ST. PAUL ISLANDS; AK
USM00070316,Ak Cold Bay; Ak,Ak Cold Bay; Ak,AK COLD BAY; AK
USM00070326,Ak King Salmon; Ak,Ak King Salmon; Ak,AK KING SALMON; AK
USM00070350,Ak Kodiak; Ak,Ak Kodiak; Ak,AK KODIAK; AK
USM00070361,Ak Yakutat; Ak,Ak Yakutat; Ak,AK YAKUTAT; AK
USM00070398,Ak Annette Island; Ak,Ak Annette Island; Ak,AK ANNETTE ISLAND; AK
USM00070414,Ak Shemya Afb (Ak Shemya Afb),Ak Shemya Afb,AK SHEMYA AFB
USM00072201,Fl Key West,Fl Key West,FL KEY WEST/INT.; FL
USM00072202,Fl Miami; Fl (72202-0),Fl Miami; Fl (72202-0),FL MIAMI; FL (72202-0)
USM00072206,Fl Jacksonville,Fl Jacksonville,FL JACKSONVILLE/INTNL.; FL.
USM00072208,Sc Charleston,Sc Charleston,SC CHARLESTON/MUN.; SC.
USM00072210,Fl Tampa Bay Area; Fl.,Fl Tampa Bay Area; Fl.,FL TAMPA BAY AREA; FL.
USM00072214,Fl Tallahassee,Fl Tallahassee,FL TALLAHASSEE/MUN.; FL.
USM00072215,Ga Peachtree City; Ga.,Ga Peachtree City; Ga.,GA PEACHTREE CITY; GA.
USM00072221,Fl Valparaiso (Fl Valparaiso/Eglin Afb; Fl.),Fl Valparaiso,FL VALPARAISO/EGLIN AFB; FL.
USM00072230,Al Birmingham; Al,Al Birmingham; Al,AL BIRMINGHAM; AL
USM00072233,La Slidell,La Slidell,LA SLIDELL/MUN. LA
USM00072235,Ms Jackson,Ms Jackson,MS JACKSON/ALLEN C. THOMPSON F
USM00072240,La Lake Charles,La Lake Charles,LA LAKE CHARLES/MUN.; LA.
USM00072248,La Shreveport,La Shreveport,LA SHREVEPORT/REG.; LA.
USM00072249,Tx Fort Worth; Tx.,Tx Fort Worth; Tx.,TX FORT WORTH; TX.
USM00072250,Tx Brownsville,Tx Brownsville,TX BROWNSVILLE/INT.; TX
USM00072251,Tx Corpus Christi,Tx Corpus Christi,TX CORPUS CHRISTI/INT.; TX.
USM00072261,Tx Del Rio,Tx Del Rio,TX DEL RIO/INT.; TX.
USM00072265,Tx Midland (Tx Midland/Midland Reg. Airter),Tx Midland,TX MIDLAND/MIDLAND REG. AIRTER
USM00072274,Az Tucson; Az,Az Tucson; Az,AZ TUCSON; AZ
USM00072293,Ca San Diego,Ca San Diego,CA SAN DIEGO/MIRAMAR; NAS; CA.
USM00072305,Nc Newport; Nc.,Nc Newport; Nc.,NC NEWPORT; NC.
USM00072317,Nc Greensboro,Nc Greensboro,NC GREENSBORO/G.-HIGH PT.; NC.
USM00072318,Va Blacksburg; Va.,Va Blacksburg; Va.,VA BLACKSBURG; VA.
USM00072327,Tn Nashville,Tn Nashville,TN NASHVILLE/METROPOLITAN; TN.
USM00072340,Ar Little Rock,Ar Little Rock,AR LITTLE ROCK/ADAMS FLD; AR.
USM00072357,Ok Norman,Ok Norman,OK NORMAN/MAX WESTHEIMER A; OK
USM00072363,Tx Amarillo (Tx Amarillo/Intl.; Tx.),Tx Amarillo,TX AMARILLO/INTL.; TX.
USM00072364,Tx Santa Teresa; Nm.,Tx Santa Teresa; Nm.,TX SANTA TERESA; NM.
USM00072365,Nm Albuquerque,Nm Albuquerque,NM ALBUQUERQUE/INT.; NM.
USM00072376,Az Flagstaff; Az,Az Flagstaff; Az,AZ FLAGSTAFF; AZ
USM00072381,Ca Edwards Afb; Ca. (Ca Edwards Afb; Ca.),Ca Edwards Afb; Ca.,CA EDWARDS AFB; CA.
USM00072388,Nv Las Vegas,Nv Las Vegas,NV LAS VEGAS
USM00072391,Ca Point Mugu,Ca Point Mugu,CA POINT MUGU/NAS
USM00072393,Ca Vandenberg Afb; Ca. (72393- (Ca Vandenberg Afb; Ca. (72393-),Ca Vandenberg Afb; Ca. (72393-,CA VANDENBERG AFB; CA. (72393-
USM00072402,Va Wallops Island; Va.,Va Wallops Island; Va.,VA WALLOPS ISLAND; VA.
USM00072403,Va Sterling; Va.,Va Sterling; Va.,VA STERLING; VA.
USM00072426,Oh Wilmington; Oh.,Oh Wilmington; Oh.,OH WILMINGTON; OH.
USM00072440,Mo Springfield,Mo Springfield,MO SPRINGFIELD/MUN.; MO.
USM00072451,Ks Dodge City,Ks Dodge City,KS DODGE CITY/MUN.; KS.
USM00072456,Ks Topeka,Ks Topeka,KS TOPEKA/MUN.; KS.
USM00072469,Co Denver (Co Denver/Stapleton Int.; Co.),Co Denver,CO DENVER/STAPLETON INT.; CO.
USM00072476,Co Grand Junction,Co Grand Junction,CO GRAND JUNCTION/WALKER FIELD
USM00072489,Nv Reno; Nv.,Nv Reno; Nv.,NV RENO; NV.
USM00072493,Ca Oakland,Ca Oakland,CA OAKLAND/METROP. OAKLAND INT
USM00072501,Ny Upton; Ny.,Ny Upton; Ny.,NY UPTON; NY.
USM00072518,Ny Albany County Airport; Ny. (Ny Albany County Airport; Ny.),Ny Albany County Airport; Ny.,NY ALBANY COUNTY AIRPORT; NY.
USM00072520,Pa Pittsburgh; Pa.,Pa Pittsburgh; Pa.,PA PITTSBURGH; PA.
USM00072528,Ny Buffalo,Ny Buffalo,NY BUFFALO/GREATER BUFFALO INT
USM00072558,Ne Valley; Ne.,Ne Valley; Ne.,NE VALLEY; NE.
USM00072562,Ne North Platte,Ne North Platte,NE NORTH PLATTE/LEE BIRD; NE.
USM00072572,Ut Salt Lake City,Ut Salt Lake City,UT SALT LAKE CITY/INTNL UT.
USM00072582,Nv Elko; Nv.,Nv Elko; Nv.,NV ELKO; NV.
USM00072597,Or Medford,Or Medford,OR MEDFORD/MEDFORD-JACKSON COU
USM00072632,Mi White Lake; Mi.,Mi White Lake; Mi.,MI WHITE LAKE; MI.
USM00072634,Mi Gaylord; Mi.,Mi Gaylord; Mi.,MI GAYLORD; MI.
USM00072645,Wi Green Bay,Wi Green Bay,WI GREEN BAY/A.-STRAUBEL; WI.
USM00072649,Mn Chanhassen; Mn.,Mn Chanhassen; Mn.,MN CHANHASSEN; MN.
USM00072659,Sd Aberdeen,Sd Aberdeen,SD ABERDEEN/REG.; SD.
USM00072662,Sd Rapid City Wfo; Sd. (Sd Rapid City Wfo; Sd.),Sd Rapid City Wfo; Sd.,SD RAPID CITY WFO; SD.
USM00072672,Wy Riverton; Wy.,Wy Riverton; Wy.,WY RIVERTON; WY.
USM00072681,Id Boise,Id Boise,ID BOISE/MUN.; ID.
USM00072694,Or Salem,Or Salem,OR SALEM/MCNARY; OR.
USM00072712,Me Caribou,Me Caribou,ME CARIBOU/MUN.; ME.
USM00072747,Mn Int.Falls,Mn Int.Falls,MN INT.FALLS/FALLS INT. MN.
USM00072764,Nd Bismarck,Nd Bismarck,ND BISMARCK/MUN.; ND.
USM00072768,Mt Glasgow,Mt Glasgow,MT GLASGOW/INT.; MT.
USM00072776,Mt Great Falls; Mt.,Mt Great Falls; Mt.,MT GREAT FALLS; MT.
USM00072786,Wa Spokane; Wa.,Wa Spokane; Wa.,WA SPOKANE; WA.
USM00072797,Wa Quillayute; Wa.,Wa Quillayute; Wa.,WA QUILLAYUTE; WA.
USM00074003,Ut Dugway Prvgr,Ut Dugway Prvgr,UT DUGWAY PRVGR
USM00074004,Az Yuma Proving Grounds Az,Az Yuma Proving Grounds Az,AZ YUMA PROVING GROUNDS AZ
USM00074005,Az Yuma Prvgr,Az Yuma Prvgr,AZ YUMA PRVGR
USM00074389,Me Gray; Me.,Me Gray; Me.,ME GRAY; ME.
USM00074455,Ia Quad City; Ia.,Ia Quad City; Ia.,IA QUAD CITY; IA.
USM00074494,Ma Chatham; Ma.,Ma Chatham; Ma.,MA CHATHAM; MA.
USM00074560,Il Lincoln; Il.,Il Lincoln; Il.,IL LINCOLN; IL.
USM00074612,Ca China Lake; Naf; Ca.,Ca China Lake; Naf; Ca.,CA CHINA LAKE; NAF; CA.
USM00074626,Az Wfo Phoenix;,Az Wfo Phoenix;,AZ WFO PHOENIX;
USM00074646,Ok Lamont,Ok Lamont,OK LAMONT
USM00074794,Fl Cape Kennedy (Fl Cape Kennedy),Fl Cape Kennedy,FL CAPE KENNEDY
USM00091165,Hi Lihue; Kauai; Hawaii,Hi Lihue; Kauai; Hawaii,HI LIHUE; KAUAI; HAWAII
USM00091285,Hi Hilo Hi; Hawaii,Hi Hilo Hi; Hawaii,HI HILO HI; HAWAII
UVM00043243,Kavali,Kavali,KAVALI
UVM00065503,Ouagadougou,Ouagadougou,OUAGADOUGOU
UVM00065510,Bobo-Dioulasso,Bobo-Dioulasso,BOBO-DIOULASSO
VMM00048820,Ha Noi,Ha Noi,HA NOI
VMM00048839,Bach Long Vi (Radiosonde),Bach Long Vi (Radiosonde),BACH LONG VI (RADIOSONDE)
VMM00048845,Vinh,Vinh,VINH
VMM00048855,Da Nang,Da Nang,DA NANG
VMM00048870,Quy Nhon,Quy Nhon,QUY NHON
VMM00048877,Nha Trang,Nha Trang,NHA TRANG
VMM00048887,Phan Thiet,Phan Thiet,PHAN THIET
VMM00048900,Tan Son Hoa,Tan Son Hoa,TAN SON HOA
VMM00048914,Ca Mau,Ca Mau,CA MAU
WAM00068110,Windhoek,Windhoek,WINDHOEK
WIM00060096,Dakhla,Dakhla,DAKHLA
ZZV0000DBLK,Polarstern,Polarstern,POLARSTERN
ZZV0000JGQH,Ryofu Maru,Ryofu Maru,RYOFU MARU
ZZV0000JNSR,Mirai,Mirai,MIRAI
ZZV0000JPBN,Keifu Maru,Keifu Maru,KEIFU MARU
ZZV0000SMLQ,Oden,Oden,ODEN
ZZV0000WTEC,Ronald H. Brown (Aws),Ronald H. Brown (Aws),RONALD H. BROWN (AWS)
ZZV00ASDE09,Asde09,Asde09,ASDE09
